,date_occured,time_occured,city,state,country,shape,duration_seconds,duration_hours_min,comments,date_posted,latitude,longitude
48935,1985-06-15,24:00,grayridge (outside of; 1/2 mile s.),mo,us,changing,60,1 minute,June 5&#44 1985 Two men watch a saucer coming toward them in the short distance .,2009-12-12,36.8241667,-89.7808333
48936,1986-06-15,00:00,fairdale,wv,us,,45,45 seconds,very bright changing color lights coming from window,2002-03-19,37.7813889,-81.3633333
48937,1986-06-15,03:00,gary,in,us,other,30,30secs,I Saw An Alien Face To Face,2003-03-21,41.5933333,-87.34638890000001
48938,1986-06-15,11:00,merritt (near; rural) (canada),bc,ca,unknown,20,20 seconds,Silvery dot makes two fast jumps before disappearing behind mountains.,2005-10-11,50.116667,-120.78333300000001
48939,1986-06-15,12:30,oxford (uk/england),,gb,sphere,20,20 seconds,A Sphere in the sky that disappeared in a matter of seconds the size of the Moon,2006-05-15,51.75,-1.25
48940,1986-06-15,13:00,chilton,wi,us,triangle,1200,20 minutes,It was exactly the shape of a boomerang with small towers at each end and one larger in the middle.  It flew very slowly and rotated.,2002-07-01,44.0288889,-88.16277779999999
48941,1986-06-15,16:00,milan,oh,us,disk,180,3 minutes,Perfect formation of discs shoots off to West,2006-07-16,41.2975000,-82.6055556
48942,1986-06-15,19:00,chard town&#44 somerset,,,formation,7200,2 hours,Lights scanning our town,2002-03-19,50.869792,-2.963316
48943,1986-06-15,21:00,princeton,sc,us,other,900,12to 15 min,CLOSE 100FT UFO VISIT,2001-10-12,34.4969444,-82.2872222
48944,1986-06-15,22:30,ontario,ca,us,other,1200,20 min.,I seen a real           off the 10 freeway  in ontario,2002-01-11,34.0633333,-117.65
48945,1986-06-15,23:30,gary,in,us,unknown,120,1 or2 minutes,A lime green light throughout the whole house and the air stone surged with power throwing water 2 feet in the air.,2002-03-19,41.5933333,-87.34638890000001
48946,1987-06-15,01:00,vancouver island (over&#44 viewed by me and others) (canada),bc,,formation,10800,2-3 hours,Myself  ((deleted))along with a friend named ((del)) watched formations of triangle and globs doing what appeared to us e,2000-04-01,48.558371,-124.082637
48947,1987-06-15,18:30,bullhead city/phoenix (between),az,,fireball,600,?? 10min ??,Two separate &quot;fireball&quot; incidents in very distant locations of the world. (AZ &amp; Hawaii),2004-04-27,33.448377,-112.074037
48948,1987-06-15,20:00,burlington,ct,us,fireball,7200,2 hours,I remember it being in June of 1987 but the actual day is hard to remember.There is a stretch of road that runs through Burlington,2004-03-02,41.7691667,-72.965
48949,1988-06-15,01:00,westfall/matamoras,pa,,unknown,10,10 seconds?,very large lights in a row.,2003-04-22,41.353028,-74.717969
48950,1988-06-15,21:00,los angeles,ca,us,diamond,1200,20min,Seeing this object so clearly and not able to describe it as I would like to convey what  we were seeing is difficult.,2002-11-04,34.0522222,-118.2427778
48951,1988-06-15,21:30,julian,ca,us,other,120,2 minutes,moved from outer space into lower atmosphere at rapid speed...,2004-01-17,33.0786111,-116.6011111
48952,1988-06-15,22:00,budd lake,nj,us,triangle,3600,1 hour,huge object over fileds Near Budd Lake&#44NJ,2008-03-31,40.8711111,-74.7344444
48953,1988-06-15,24:00,wilmington (just outside of),il,us,unknown,120,about 2 minutes,i heard a strange throbbing humming sound that made me freeze until it passed.,2002-12-23,41.3077778,-88.1466667
48954,1989-06-15,02:00,point pleasant,wv,us,unknown,600,10 minutes,Strange object circles my backyard&#33,2013-04-12,38.8444444,-82.13722220000001
48955,1989-06-15,18:15,orem,ut,us,formation,1200,20 minutes,12 BLUE FORMATIONS APPEAR,2002-01-29,40.2969444,-111.69388889999999
48956,1989-06-15,20:00,bakersfield,ca,us,disk,180,aprox. 3 min but seemed l,ring of lights,2001-11-20,35.3733333,-119.01777779999999
48957,1989-06-15,20:00,brockton,ma,us,disk,300,less than 5 minutes,bright baloon like ufo with light circulating under it in brockton Mass. in 1989 .,2002-07-26,42.0833333,-71.01888890000001
48958,1989-06-15,20:30,pensacola,fl,us,unknown,900,15 minutes,Orb of light&#44 thought it was the north star&#44 until it jetted up and away so fast that it  left a streak of light behind it,2003-09-12,30.4211111,-87.2169444
48959,1989-06-15,21:00,kiev (ukraine),,,fireball,2,seconds,fireball comming right to me,2003-03-04,50.4501,30.5234
48960,1989-06-15,21:00,patten,me,us,triangle,900,15 minets,Patten Maine 1989 or 1990&#44 sounded like a strong thunder storme on a clear night.&quot;moving towards Baxster State or Allegash&quot;,2001-02-18,45.9963889,-68.44666670000001
48961,1989-06-15,24:00,kansas city,mo,us,changing,20,20 seconds,Tumbling&#44 white object which appeared to be disintegrating.,2001-01-03,39.0997222,-94.5783333
49474,1956-06-16,13:00,cincinnati,oh,us,disk,1200,six hours,glass like&#44you could see threw&#44craft was 20 feet in front of me&#44as i stepped closer&#44 a ramp out of the side of the craft opened up and,2010-04-13,39.1619444,-84.4569444
49475,1962-06-16,23:30,joyce,wa,us,other,180,3 minutes,Three minutes over Crescent Beach WA,2006-10-30,48.1366667,-123.7327778
49476,1972-06-16,18:30,provo (south of),ut,us,disk,120,several min.,Strange bright cloud moved with car for several miles&#44 then zipped off as silver saucer.,1999-04-02,40.2338889,-111.65777779999999
49477,1977-06-16,19:00,rockville,md,us,disk,30,30 seconds,I saw a flying saucer.,2008-06-12,39.0838889,-77.1530556
49478,1979-06-16,23:30,napa,ca,us,triangle,600,10 minutes,Triangular UFO SIghting Napa County Summer 1979  (on the way to Lake Berryessa),2005-04-16,38.2972222,-122.28444440000001
49657,1953-06-17,07:30,galveston,tx,us,cigar,180,3 minutes,It had been my habit before I opened my place of business each morning to do my early morning fishing. This one particular morning I ha,2001-08-05,29.3011111,-94.7975
49658,1955-06-17,07:00,rantoul,il,us,light,600,10 minutes,We had fallen out to the parking lot awaiting marching orders to go to (chow) it was still dark and we saw a light approaching from the,2001-08-05,40.3083333,-88.1558333
49659,1961-06-17,19:00,chicago,il,us,disk,300,5 min,Disk shapped saucer over the city of Chicago.,2003-10-31,41.8500000,-87.65
49660,1974-06-17,13:00,paulsboro,nj,us,oval,120,2 min,Saw a large oval craft flying in a straight line above the clouds&#44 near Philadelphia&#44 PA,2002-09-28,39.8302778,-75.24083329999999
49661,1976-06-17,21:00,dale (south of),in,us,other,180,3 minutes,GIANT FLYING ROCK FORMATION,2004-03-17,38.1688889,-86.99
49662,1977-06-17,01:00,columbia,nc,us,oval,900,15 min,As I stood in my yard the object came toward me.  Hovered above my yard at 100ft for ten mins. Rotated west and moved on.,2005-06-20,35.9175000,-76.2525
49663,1977-06-17,23:15,lake worth,fl,us,cigar,900,15 min.,Ball of &quot;Fire &quot; turns to Cigar - shaped craft,2010-07-28,26.6155556,-80.05722220000001
49664,1981-06-17,13:00,kenner,la,us,circle,420,5-7minutes,Round Craft over Hwy in Louisiana&#44viewed from 2 blocks away.,2006-10-30,29.9938889,-90.2416667
49665,1984-06-17,10:00,lorain,oh,us,circle,420,hour or less,can&#39t be any ship we can build??,2006-12-14,41.4527778,-82.1825
49666,1985-06-17,02:00,joshua tree national park&#44 twenty nine palms,ca,,formation,600,10 minutes,Saw 3 saucer-shaped items traveling in formation&#44 3 stationary lights on each. Traveling at 2:00 AM over Joshua Tree National Park,2008-06-12,33.873415,-115.90099199999999
49839,1960-06-18,23:00,chicago,il,us,oval,3,3  seconds,AS I LYE IN THE NIGHT&#44 MY EYES FOCUSED ON HEAVEN&#44 FIVE DISCS SILENTLY PASSED OVER SOMETIME ROUND ELEVEN. THESE OVAL SHAPED OBJECTS GAVE,2004-03-02,41.8500000,-87.65
49840,1966-06-18,11:00,duluth,mn,us,disk,900,15 min,Intell at Winnepeg disembark and debreif all passangers from a NW  727 after a close encounter over Lake Superior.,2003-08-01,46.7833333,-92.10638890000001
49841,1966-06-18,21:30,newington,ct,us,triangle,300,4-5 minutes,Sighting of UFO near the Connecticut Light &amp; Power Bldg.&#44 Newington&#44 CT,2012-03-13,41.6977778,-72.7241667
49842,1976-06-18,21:00,warden,wa,us,light,900,15 min.,Lights in the sky over Washington State,2002-08-28,46.9677778,-119.0386111
49843,1981-06-18,03:00,mondel,nm,us,unknown,900,10-15 minutes,We did not make out an object&#44 the light was too bright.,2005-01-19,32.2616667,-108.9138889
49844,1983-06-18,23:00,truckee,ca,us,circle,30,30 seconds,Huge circular object with triangular shaped lite patterns on bottom humming sound bye lake outide of truckee CA,2012-08-05,39.3280556,-120.18222220000001
49845,1985-06-18,13:00,cottage grove,or,us,sphere,10,10 sec.s,Orange &quot;golf ball&quot; ufo&#39s fly over Dorena Lake.,2004-03-23,43.7977778,-123.05833329999999
49846,1987-06-18,23:15,miamisburg,oh,us,triangle,5400,1hr30min+,Boomerang shaped craft over Miamisburg Ohio,1999-07-05,39.6427778,-84.2866667
49847,1988-06-18,23:30,jonesboro,in,us,light,600,10 mins,Red star/planet like light moving from west to north.,2012-04-18,40.4797222,-85.62777779999999
50033,1957-06-19,21:00,san leandro,ca,us,light,90,1.5 minutes or so,The night of Sputnik&#44 a drag race in the sky of 5+ objects stole the show for us.,2005-04-16,37.7250000,-122.155
50034,1964-06-19,20:00,tucson,az,us,triangle,10,10 sec,Early 60&#39s Triangle Craft,2003-09-17,32.2216667,-110.9258333
50035,1965-06-19,00:00,western pacific,,,unknown,120,1-2 minutes,high speed ufo spotted and tracked on U.S. Navy radar,2005-04-16,38.482702,-90.761284
50036,1977-06-19,22:05,arvada,co,us,light,20,20 seconds,Two stars in the sky&#44 moving and then dissappearing,2007-08-07,39.8027778,-105.08694440000001
50037,1982-06-19,15:00,chicago,il,us,disk,45,45 seconds,Silver metallic disc observed at Roseland little league baseball field.,2006-12-07,41.8500000,-87.65
50038,1982-06-19,15:00,elgin,il,us,circle,300,5 minutes,A circular object with alternating flashing lights,2007-08-07,42.0372222,-88.28111109999999
50039,1984-06-19,11:00,wilkes-barre,pa,us,other,900,10 - 15 minutes,Box shape&#44 Large green and silent.,2005-09-02,41.2458333,-75.8816667
50040,1985-06-19,20:30,barboursville,wv,us,cylinder,5,5 seconds,Fast moving cylinder object vanishes into sky.,2011-06-20,38.4094444,-82.29472220000001
50041,1988-06-19,03:00,canton,ga,us,circle,180,3 minutes,Dull silver saucer just 30 feet over my house.  Saw entire underbelly clearly.  Read description.,2013-09-09,34.2366667,-84.49083329999999
50042,1988-06-19,05:30,in-flight (from las vegas to hawaii),nv,,,120,1-2 minutes,The actual craft was hidden under the cloud&#44 but from my perspective it had to be the size of a small city.,2012-05-13,40.599045,-116.87433600000001
50248,1947-06-20,12:00,hayward,ca,us,circle,1800,30 minutes,We where very close to five bright gold saucers for approx. twenty minutes.,2013-09-09,37.6688889,-122.0797222
50249,1950-06-20,10:00,booneville,ms,us,disk,4,4 sec,Youngster observes shiny disc-shaped craft,2000-07-23,34.6580556,-88.5666667
50250,1950-06-20,17:00,galveston,tx,us,sphere,600,5 to 10 minutes,Large orange-red  lowering &quot;Moon&quot; object,2006-10-30,29.3011111,-94.7975
50251,1961-06-20,00:00,webster groves,mo,us,circle,120,minutes,webster groves mo ciecular craft with a light searching the ground fifty years ago,2010-02-14,38.5925000,-90.35722220000001
50252,1965-06-20,02:00,albuquerque,nm,us,disk,300,5 minutes,Traveling in a pick up truck&#44 we saw a bright glowing green disk fly over us.  It made the engine &amp; electrical of the truck stop immedi,1999-05-24,35.0844444,-106.65055559999999
50253,1966-06-20,17:00,greenhills,oh,us,disk,600,10 minutes,I stood under a flying saucer spotted in daylight at 40 foot distance... WILD&#33&#33&#33,2008-08-12,39.2680556,-84.52305559999999
50254,1966-06-20,21:00,huntington,in,us,disk,600,10 minutes,Saucer shaped object,2002-12-23,40.8830556,-85.4975
50255,1967-06-20,18:00,fairfield,ca,us,cigar,60,1 minute,I believe,2005-06-20,38.2494444,-122.0388889
50256,1968-06-20,07:00,salt lake city,ut,us,light,3,3 secs,Utah U F O,2006-03-11,40.7608333,-111.89027779999999
50257,1968-06-20,15:00,fairfield,ia,us,other,300,5 minutes,Huge object 100&#39-150&#39appearing like a chrome coated deflated balloon moved slowly over Fairfield&#44 Iowa,2001-08-05,41.0086111,-91.9625
50258,1968-06-20,19:00,york,pa,us,egg,10,5-10 seconds,Egg shaped object lit-up like the moon.,2006-05-15,39.9625000,-76.7280556
50259,1968-06-20,22:00,badlands,sd,,unknown,90,1 min 30 sec,On clear night two objects make large circle in the sky and disappear at very high speed.,2004-01-17,43.85538,-102.339691
50260,1970-06-20,02:00,cheyenne,wy,us,circle,2700,45 minutes,followed by flying silent vehical for 45 minutes in wyomming,2009-01-10,41.1400000,-104.8197222
50261,1971-06-20,17:00,oshawa (canada),on,ca,circle,180,3 minutes,3 UFO&#39S WAS OVER MY HEAD; I COULD JUST ABOUT TOUCH THEM.,2005-04-16,43.9,-78.866667
50262,1972-06-20,16:00,arlington heights,il,us,disk,180,3 minutes,I was stopped at a stop sign.  A Nike Site was on my left.  A saucer the size of a small car hovered over the hood of my car and then b,2005-09-02,42.0883333,-87.9805556
50263,1972-06-20,16:00,arlington heights,il,us,disk,60,1 min,I was at a stop sign on my way home to Rolling Meadows&#44 between the Hospital and the Nike Site.  A disk or saucer appeared above the ho,2011-10-10,42.0883333,-87.9805556
50264,1972-06-20,20:00,los angeles,ca,us,light,180,one hour,UFO&#39s put on a show for mother and children over the Santa Monica ocean.,2004-12-03,34.0522222,-118.2427778
50265,1974-06-20,01:00,gibralter,mi,,light,14400,4 hours,Two large orange lights hovering and rotating above our boat while night fishing on Lake Erie,2013-08-30,42.095043,-83.18964799999999
50266,1974-06-20,05:30,ashland,oh,us,disk,60,1 minute,Low flying disc shaped object with colored lights at it&#39s base changing in and out or maybe rotating&#44 quiet&#44 serene.,2007-04-27,40.8686111,-82.31833329999999
50267,1974-06-20,16:00,minneapolis,mn,us,light,180,2to3minutes,It was a beautiful summer day and me and my close friend were walking my girlfriend home from school we were about 15 years old at the,2003-11-08,44.9800000,-93.26361109999999
50268,1975-06-20,00:00,warren,oh,us,circle,21600,afternoon,my name is Guy back in school I was vic anyway I lived in warren Ohio&#44 most of my life and back in the 1970s we had a lot  of sightings,2005-04-16,41.2375000,-80.8186111
50269,1975-06-20,02:00,brainerd (near),mn,us,circle,900,15 minutes,Witnessed three circle of lights&#44 pulsating at times and stationary at first&#44 when moving moved at tremendeous speed and erratic moveme,1999-04-02,46.3580556,-94.2005556
50270,1975-06-20,02:00,east grand forks,mn,us,light,5,5.sec,Has bothered me for years. I know what I saw. Cannot describe it here. I am 53 now and never will forget it. If you are interested in m,2009-03-19,47.9300000,-97.0241667
50271,1975-06-20,11:30,spokane (14 miles north of) &#44 deer park (1/2 mile south of),wa,us,disk,600,10 min.,Disc shaped object&#44 approximatly 100 ft in air. large light and a strob in center. around 20-30 ft deep.,2001-08-05,47.6588889,-117.425
50272,1975-06-20,12:00,brainerd (near),mn,us,cigar,120,2 minutes,This is confirming the sighting from a previous post,2009-01-10,46.3580556,-94.2005556
50273,1975-06-20,23:30,bedford,ma,us,light,300,5 minutes,saw one flashing light in sky similar to aircraft lights on wings&#44 saw 3 other similar lights flashing&#44 all came together as one&#44 took,1999-08-30,42.4905556,-71.2766667
50274,1976-06-20,00:00,limestone (loring afb),me,us,cigar,900,15 min,what i saw avoided radar and physics flying so slow,2006-12-14,46.9086111,-67.82638890000001
50275,1976-06-20,20:00,dunbar/institute,wv,,triangle,2700,45 minutes,Back in the Summer of 1976 on the campus of West Virginia State University (WV State College then) My boyfriend and I were parked behin,2012-07-04,38.379648,-81.763952
50276,1977-06-20,20:30,accord,ny,us,triangle,1200,20min,The object was triangular&#44 totally silent and observed for 20 min and moved slowly with red &amp; green lights and 1 white light.,2004-01-22,41.7855556,-74.2294444
50277,1977-06-20,23:00,el yunque (puerto rico),,,cigar,420,7minutes,ufo 29 years ago,2004-02-12,-33.058967,-71.404543
50278,1978-06-20,00:00,st. clair,pa,us,sphere,600,10 minutes,Glowing sphere of light near St Clair - Burma road fire tower late 1970&#39s-1980 era,2006-02-14,40.7205556,-76.1913889
